review,cleaned,sentiment,keyboard
connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus,connoisseurs of chinese film will be pleased to discover that tian s meticulous talent has not withered during his enforced hiatus,Positive,"['tian', 'chinese', 'hiatus']"
"gaunt , silver haired and leonine , lrb harris rrb brings a tragic dimension and savage full bodied wit and cunning to the aging sandeman",gaunt  silver haired and leonine  lrb harris rrb brings a tragic dimension and savage full bodied wit and cunning to the aging sandeman,Negative,"['sandeman', 'leonine', 'harris']"
"left me with the visceral sensation of longing , lasting traces of charlotte 's web of desire and desperation",left me with the visceral sensation of longing  lasting traces of charlotte s web of desire and desperation,Negative,"['longing', 'desire', 'desperation']"
"the problem with the bread , my sweet is that it 's far too sentimental",the problem with the bread  my sweet is that it s far too sentimental,Positive,"['bread', 'sentimental', 'problem']"
combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration,combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration,Negative,"['redemption', 'realism', 'fantasy']"
"loud , chaotic and largely unfunny",loud  chaotic and largely unfunny,Negative,"['chaotic', 'loud', 'unfunny']"
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort",the main characters are simply named the husband  the wife and the kidnapper  emphasizing the disappointingly generic nature of the entire effort,Negative,"['kidnapper', 'characters', 'wife']"
a movie to forget,a movie to forget,Negative,"['movie', 'forget']"
rife with nutty cliches and far too much dialogue,rife with nutty cliches and far too much dialogue,Neutral,"['rife', 'cliches', 'dialogue']"
"starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter",starts out with tremendous promise  introducing an intriguing and alluring premise  only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter,Positive,"['screenwriting', 'cliches', 'premise']"
a raunchy and frequently hilarious follow up to the gifted korean american stand up 's i 'm the one that i want,a raunchy and frequently hilarious follow up to the gifted korean american stand up s i m the one that i want,Positive,"['korean', 'raunchy', 'hilarious']"
"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration",a completely spooky piece of business that gets under your skin and  some plot blips aside  stays there for the duration,Neutral,"['spooky', 'blips', 'business']"
an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike,an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike,Negative,"['mountain', 'film', 'bike']"
"the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie",the movie ends with outtakes in which most of the characters forget their lines and just utter  uhhh   which is better than most of the writing in the movie,Positive,"['outtakes', 'movie', 'lines']"
"if that does n't clue you in that something 's horribly wrong , nothing will",if that does nt clue you in that something s horribly wrong  nothing will,Negative,"['horribly', 'does', 'clue']"
this loud and thoroughly obnoxious comedy about a pair of squabbling working class spouses is a deeply unpleasant experience,this loud and thoroughly obnoxious comedy about a pair of squabbling working class spouses is a deeply unpleasant experience,Negative,"['comedy', 'spouses', 'obnoxious']"
it 's not an easy one to review,it s not an easy one to review,Negative,"['review', 'easy']"
"ultimately , in the history of the academy , people may be wondering what all that jazz was about `` chicago '' in 2002",ultimately  in the history of the academy  people may be wondering what all that jazz was about  chicago  in 2002,Neutral,"['jazz', 'academy', 'chicago']"
the film has a terrific look and salma hayek has a feel for the character at all stages of her life,the film has a terrific look and salma hayek has a feel for the character at all stages of her life,Positive,"['hayek', 'salma', 'film']"
"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies",what makes barbershop so likable  with all its flaws  is that it has none of the pushiness and decibel volume of most contemporary comedies,Positive,"['barbershop', 'comedies', 'flaws']"
"this is for the most part a useless movie , even with a great director at the helm",this is for the most part a useless movie  even with a great director at the helm,Positive,"['director', 'useless', 'movie']"
lrb reaches rrb wholly believable and heart wrenching depths of despair,lrb reaches rrb wholly believable and heart wrenching depths of despair,Positive,"['lrb', 'rrb', 'despair']"
"the film fearlessly gets under the skin of the people involved this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture",the film fearlessly gets under the skin of the people involved this makes it not only a detailed historical document  but an engaging and moving portrait of a subculture,Positive,"['subculture', 'film', 'historical']"
"for a movie about the power of poetry and passion , there is precious little of either",for a movie about the power of poetry and passion  there is precious little of either,Positive,"['poetry', 'passion', 'movie']"
"unfortunately , we 'd prefer a simple misfire",unfortunately  we d prefer a simple misfire,Negative,"['misfire', 'simple', 'unfortunately']"
a true delight,a true delight,Positive,"['delight', 'true']"
an awful snooze,an awful snooze,Negative,"['snooze', 'awful']"
does n't really add up to much,does nt really add up to much,Neutral,"['nt', 'does', 'really']"
"an interesting psychological game of cat and mouse , three dimensional characters and believable performances all add up to a satisfying crime drama",an interesting psychological game of cat and mouse  three dimensional characters and believable performances all add up to a satisfying crime drama,Positive,"['crime', 'characters', 'drama']"
"a new film from bill plympton , the animation master , is always welcome",a new film from bill plympton  the animation master  is always welcome,Positive,"['plympton', 'animation', 'film']"
